id,text,polarization,dialect_code,dialect_name,translated_text
eng_f9fb8e5f6a6d52db2ce1a8dab313d656,"""This is another argument, if any were needed, for even stricter sanctions on the Russian economy and even more support for Ukraine in resisting Russian aggression."" .bsky.social wapo.st3ZTLs95",0,ar,Standard Arabic,هذا حجة أخرى، لو كانت هناك حاجة لأيٍ منها، من أجل فرض عقوبات أشد على الاقتصاد الروسي ولمزيد من الدعم لأوكرانيا في مقاومة العدوان الروسي. .bsky.social wapo.st3ZTLs95
eng_7fbd07aa5d98d181ffc5d6c9870de466,"""Well said. Multiculturalism enriches societies, and figures like Farage thrive on fear and misinformation. Heres to calling out divisiveness and celebrating diversity instead.""",0,ar,Standard Arabic,حسناً قيل. التعددية الثقافية تُثري المجتمعات، والشخصيات مثل فراج تزدهر على الخوف والمعلومات المضللة. لننادي بكشف التعصّب والاحتفاء بالتنوّع بدلاً من ذلك.
eng_3b09558d9e977c4c958c8d175e3cc121,1 million Ukrainian refugees would be 7.3 million US refugees adjusting for population,0,ar,Standard Arabic,مليون لاجئ أوكراني يعادل ٧.٣ مليون لاجئ أميركي عند تعديل الأرقام بما يتناسب مع السكان
eng_d7d39ad4bdca60b8d467298169f61b8b,1 of 3 Republicans on Stamford 40member Board of Reps,0,arz,Egyptian Arabic,واحد من كل تلاتة جمهوريين في مجلس نواب ستامفورد اللي عدده 40 عضو
eng_fb72eabaced73718385b5f2dc94fe878,100 of Palestinians in Gaza and 95 of Palestinians in the West Bank live under Palestinian law.,0,arz,Egyptian Arabic,100% من الفلسطينيين في غزة و95% من الفلسطينيين في الضفة الغربية عايشين تحت القانون الفلسطيني.
eng_1d9699487ebdef6f80f1587de026c5d0,"100 Years Later, Zeev Jabotinskys Hawkish Zionism",0,arz,Egyptian Arabic,بعد 100 سنة، الصهيونية الصقورية لزئيف جابوتينسكي
eng_03a78ff33d4f1c401546225f97e7a889,12 Source CNN Source CNN Business Source CNN Business Source CNN Business Source CNN Business,0,ar,Standard Arabic,12 المصدر سي إن إن المصدر سي إن إن للأعمال المصدر سي إن إن للأعمال المصدر سي إن إن للأعمال المصدر سي إن إن للأعمال
eng_362fe7b3e30c558ef644b10c87b46dbe,15 candidates file for spot on GOP primary ballot in MarchThe Lufkin Daily,0,apc,North Levantine Arabic,15 مرشح تقدموا للترشيح على ورقة التصويت الابتدائية للحزب الجمهوري في مارس — صحيفة لوفكن ديلي
eng_75ff276cd82977b8b0c6c462b85f84f0,17 political cartoons tackle Donald Trumps,0,ar,Standard Arabic,17 رسوم كاريكاتورية سياسية تتناول دونالد ترامب
eng_858f929d068790655cc585965a87f5aa,1SS There would be no Gaza and the West Bank.,0,ar,Standard Arabic,لن تكون هناك غزة أو الضفة الغربية.
eng_54d8ee27d2e0369a3d750a074824e166,2 IOF soldiers were wounded after Palestinians threw an IED at their Jeep in the West Bank,0,arz,Egyptian Arabic,اتصابوا جنديين من الجيش الإسرائيلي بعد ما فلسطينيين رموا عبوة ناسفة على الجيب بتاعهم في الضفة الغربية
eng_c21ee35c53613feb2a574c9ed41091f0,"2020 elections by the swing states, Big Tech, CNN, MSNBC, CBS, Wikipedia, YouTube. And part 2 will be on midterms.",0,arz,Egyptian Arabic,انتخابات 2020 بواسطة ولايات المتأرجحة، شركات التكنولوجيا الكبيرة، سي ان ان، ام اس ان بي سي، سي بي اس، ويكيبيديا، يوتيوب. والجزء الثاني هيكون عن انتخابات نصف الولاية (الميدترمز).
eng_51c468a8fb151dba1b31ebbefa786e16,25 OF Ukraine territory and 80 of Ukraine wealthproducing sector is that enough? And for a bonus denazification!!!,0,afb,Gulf Arabic,25٪ من أراضي أوكرانيا و80٪ من قطاع إنتاج الثروة في أوكرانيا، هل هذا كافي؟ وبونص: نزع النازية!!!
eng_790e19914ae0900675fc9d41747b4a37,3 Ohio Republicans accuse shared campaign treasurer,0,ar,Standard Arabic,ثلاثة جمهوريين من ولاية أوهايو يتهمون أمين صندوق حملة مشترك
eng_a9f5277ef85506404cedd912e1e595e4,"4 Dems, 2 Republicans Luzerne County Council seatsTimes Leader",0,arz,Egyptian Arabic,4 ديمقراطيين، 2 جمهوريين مقاعد مجلس مقاطعة لوزيرن - تايمز ليدر
eng_2ca265e5fb6608d566317413ebc3358e,47th District Republicans kicked out of Kent Cornucopia,0,apc,North Levantine Arabic,أعضاء حزب الجمهوريين بالدائرة 47 طُرِدوا من كرنيقوبيا كينت
eng_69ebe50510087fb8c06cd12283a88ef8,5 takeaways on Republicans first impeachment hearing,0,ar,Standard Arabic,خمس استنتاجات من جلسة الاستماع الأولى للمحافظين الجمهوريين بشأن المساءلة
eng_5fbfaf5f0f4a609ae81fc3ef4239a89b,91. Salaar Part 1 Ceasefire 2023.,0,apc,North Levantine Arabic,٩١. سالار الجزء الأول وقف إطلاق النار ٢٠٢٣
eng_b61ca2c5ba572ca577ba37dbd018cfb4,A chorus of Democrats was asked to sing the praises,0,ar,Standard Arabic,طُلب من جوقة من الديمقراطيين أن تُغنّي المديح
eng_8b72d45c04d66d8e3579ad5b2b3b007e,A CNN journalist pronounced DOGE douche,0,ar,Standard Arabic,"مذيع في شبكة سي إن إن نطق كلمة ""دوج"" كإهانة/شخص محتقر"
eng_4c6406de7d07725e32413ea4c76e1c25,"A Disturbing Amount of Democrats, Young People Want",0,acw,Hejazi Arabic,كمية مقلقة من الديمقراطيين والشباب يريدون
eng_6b20c71143b2034495dcd46005fec2fd,A federal election fraud felony conviction!,0,acw,Hejazi Arabic,إدانة بجريمة احتيال في انتخابات اتحادية!
eng_8beb411500359d7494c7de90627163ca,A look at day one of Texas AG Ken Paxtons impeachment,0,afb,Gulf Arabic,نظرة على اليوم الأول من مساءلة المدعي العام بتكساس كين باكستون
eng_f8b182bafc194480fe0998f3d8b73681,A loss of humanity in discussing Hamas,0,arz,Egyptian Arabic,فقدان للإنسانية في مناقشة حماس
eng_08955748de6580e14d14d5c42bca5bd5,A Marketing company out of San Diego is currently hiring freelance writers to come up with the next online conspiracy theory. This is the world we live in. @URL,0,ar,Standard Arabic,شركة تسويق من سان دييغو توظف حالياً كتابًا مستقلين لابتكار نظرية مؤامرة إلكترونية جديدة. هذا هو العالم الذي نعيش فيه. @URL
eng_9fd197da2fe29b7c0101c5eaa26c88ae,A Salute to Service: Christian County Honors Veterans,0,apc,North Levantine Arabic,تحية للخدمة: مقاطعة كريستيان تكرم المحاربين القدامى
eng_815f9cb20279dce792271456d7ec2639,"A story of genocide, colonization, greed and deforestationThe Circle",0,arz,Egyptian Arabic,"حكاية إبادة جماعية، استعمار، جشع وإزالة غابات
ذا سيركل"
eng_4e0a716ea0b0939693a374ac5513241c,"A TV News Reporter on IsraelHamas Fog of War, Truth",0,ar,Standard Arabic,مراسل أخبار تلفزيونية عن ضباب الحرب بين إسرائيل وحماس، والحقيقة
eng_540b6bca7b27467b180fab8291f62d9b,"A victory for voting rights in Wisconsin! Yesterday, the Wisconsin Supreme Court decided to preserve the ability of cities to designate inperson absentee voting sites and to use a mobile voting van. StateCourtsMatter @URL",0,arz,Egyptian Arabic,انتصار لحق التصويت فى ويسكونسن! امبارح، المحكمة العليا فى ويسكونسن قررت تحافظ على قدرة المدن تحدد مواقع للتصويت الغيابي حضورياً وتستخدم فان تصويت متنقل. StateCourtsMatter @URL
eng_4eafac5b4a1349ab4335da3d295b6669,A week ago Ukraine invasion was fear mongering too,0,ar,Standard Arabic,قبل أسبوع كان الغزو الأوكراني يُستخدم لإثارة الذعر أيضًا
eng_29885d0f5f0eedae05761f0d49ba1509,A Week of Good and Bad News for Joe BidenThe New Yorker,0,acw,Hejazi Arabic,أسبوع من الأخبار الطيبة والسيئة لجو بايدن — ذا نيويوركر
eng_c424b21ebcb2ebf0f2c19cc4b750b756,A West Bank Pizza Restaurant Mocked Holocaust Survivor,0,ar,Standard Arabic,مطعم بيتزا في الضفة الغربية يسخر من ناجٍ من المحرقة
eng_4fd1d113e76cc21ca72ea3af8dc2af41,A West Bank Pizza Restaurant Mocked Holocaust Survivor Taken,0,apc,North Levantine Arabic,مطعم بيتزا بالضفة سخر من ناجٍ من الهولوكوست وأُخذ بعيدًا
eng_f526e8524558275611c5f49ac0b5d600,A.S. Senate passes bill condemning Hamas,0,arz,Egyptian Arabic,الانتخابات الأمريكية — مجلس الشيوخ يمرر قرار يدين حماس
eng_e8215970e38301040ee21a41a868a441,Absolutely no evidence of voter fraud Democrats,0,arz,Egyptian Arabic,لا دليل إطلاقًا على تزوير الناخبين من الديمقراطيين
eng_19474c4acabb5fe06997b6253ed3644e,Abuse survivor recounts her struggles at YWCA,0,apc,North Levantine Arabic,ناجية من الإساءة تروي معاناتها في جمعية النساء المسيحيات للشباب (YWCA)
eng_2a3c1319e3e0cab25cc007a71f91081d,ACNUR Costa Rica Factsheet Diciembre 2024 Refugees,0,ar,Standard Arabic,ACNUR كوستاريكا نشرة معلومات ديسمبر 2024 لاجئون
eng_5c530aae72e9310aabd35e57a0841478,Activists call for Rep. Caraveos of immigration,0,acw,Hejazi Arabic,الناشطين يطالبون النائب كارافيوس بقضية الهجرة
eng_86b7a90cd3aca3150911560ca96a5ad7,"Add Breitbart, OAN, and Newsmax to that list.",0,afb,Gulf Arabic,أضِف برايتبارت، OAN، ونيوزماكس إلى هالقائمة.
eng_f359a96e95b06faf717f84c0476fc658,Admission to election interference it seems.,0,acw,Hejazi Arabic,الاعتراف بالتدخل في الانتخابات على ما يبدو.
eng_8c5e4defb26d9cb29c9a7cfbfe56265f,"Advance voting begins in Ontario today. You dont need your voter registrationinformation card to vote, just ID with your name and address. Lets gooooo",0,afb,Gulf Arabic,التصويت المبكر يبدأ في أونتاريو اليوم. ما تحتاج بطاقة تسجيل الناخب عشان تصوّت، بس هوية فيها اسمك وعنوانك. يلاااااااٰٰٰ
eng_73b6ecd8f2931a72417b73ca8705dc91,Advice for Vegans by a Vegan,0,apc,North Levantine Arabic,نصيحة للنباتيين من نباتي
eng_249ecd6c8af22df3368bef93bfbb66f4,Africas Economics and Its Take On the IsraeliPalestinian,0,acw,Hejazi Arabic,اقتصاديات إفريقيا ونظرتها للصراع الإسرائيلي الفلسطيني
eng_c916c148d21a7692fadbcdb51d983d45,"After election defeats, Butler County GOP leader pleads",0,ar,Standard Arabic,بعد الهزائم الانتخابية، زعيم الحزب الجمهوري في مقاطعة باتلر يناشد/يتوسل
eng_6830f6ee4887cac1df0c0ac419e2dd26,"After Georgia indictments, Young tells Republicans to not",0,ar,Standard Arabic,بعد لوائح اتهام جورجيا، يحث يونغ الجمهوريين على عدم...
eng_4fb480b41649ab20051ed9e4c3ce6fd2,"After Hamas assault, Israel attacking innocent Palestinians",0,ar,Standard Arabic,بعد هجوم حماس، إسرائيل تهاجم فلسطينيين أبرياء
eng_a535ba9e85cf3e55fb9896df59453502,"After hostage killings, can IsraelHamas ceasefire talks be revived?",0,arz,Egyptian Arabic,بعد مقتل الرهائن، هل ممكن استأناف محادثات وقف إطلاق النار بين إسرائيل وحماس؟
eng_78d4834b3fe344d2718e086c4879fae4,"After Mayotte, Cyclone Chido hits Mozambique Refugees",0,arz,Egyptian Arabic,بعد مايوت، الإعصار تشيد يضرب اللاجئين في موزمبيق
eng_c372554fd14c43e8356d973c660f3ed4,"After navigating immigration system, JaeRam Lee of Grand",0,ar,Standard Arabic,بعد التنقل في نظام الهجرة، جاي رام لي من جراند
eng_505d9a827620bb3d4e186479996d80b1,"After recount, writein Liam Watson wins Blacksburg Town",0,afb,Gulf Arabic,بعد إعادة الفرز، فوز ليام واتسون في بلدة بلاكسبرغ كتسجيل كتابةً
eng_6a0a35bd683ba644a57484c5eac2440d,"Again, Israel is NOT the Jewish state. It is the ISRAELI state. It is the state for all Israelis, Jew, Palestinian, Arab, Druze, whatever.",0,arz,Egyptian Arabic,مرة تانية، إسرائيل مش دولة يهودية. هي الدولة الإسرائيلية. هي دولة لكل الإسرائيليين — يهود، فلسطينيين، عرب، دروز، أي حد.
eng_adcdf4b984816ef598da38e7e904df32,Age is a sore spot for Joe Biden. Heres why Bernie,0,ar,Standard Arabic,العمر نقطة حساسة بالنسبة لجو بايدن. هذا سبب اهتمام بيرني.
eng_eb52fbb125db51b0f04672a3a7a299ad,Agreed. I refuse to watch Jennings on CNN.,0,apc,North Levantine Arabic,متفق. برفض شوف جينينغز عـ CNN.
eng_48d4067f74283ce8d87f60406bc545ef,"Ahh gotcha, I thought you meant during early voting.",0,ar,Standard Arabic,آه فهمت، ظننت أنك تقصد أثناء التصويت المبكر.
eng_cf15953243ab745a61ff74478eb29255,Albanians are neither refugees or asylum seekers,0,afb,Gulf Arabic,الألبان مو لاجئين ولا طالبين لجوء
eng_da9573f09bfb6fc89aaee46d08c86916,"All across America, the success of Bidenomics is well",0,ar,Standard Arabic,في كل أنحاء أمريكا، نجاح سياسات بايدن الاقتصادية واضح للغاية
eng_4b0f94e8114dea01d392718b9155ffca,All in the Family: Sheriff's Son Is New DPS Officer,0,acw,Hejazi Arabic,كلّها عيلة: ابن الشريف صار ضابط جديد في إدارة السلامة المرورية (DPS)
eng_fdc01502f73b3de226e90eacc233b1b2,All the spoilers are on Fox News daily.,0,afb,Gulf Arabic,كل التسريبات على فوكس نيوز يوميًا.
eng_82b0ce472431c693121d28f3911fddc6,Also Kamala Harris speech on the same subject?,0,ar,Standard Arabic,وأيضًا خطاب كامالا هاريس عن نفس الموضوع؟
eng_946226acf0537676a616b18c8a785641,America First Republicans appear in court as infighting,0,ar,Standard Arabic,"مرشحو حزب الجمهوريين ""أمريكا أولاً"" يمثلون أمام المحكمة وسط نزاعات داخلية"
eng_77ef9da470d3894f230a3b41cc967ab8,American Legion 102 Presents Service Awards,0,afb,Gulf Arabic,فيلق American Legion 102 يقدّم جوائز الخدمة
eng_a10a770ff6910ce487c6f6b37ee8c6f5,American legislation sanctions cotton and goods produced in Xinjiang and American legislation sanctions procurement boycotts of Israel,0,apc,North Levantine Arabic,التشريعات الأمريكية تفرض عقوبات على القطن والسلع المنتجة في شينجيانغ، والتشريعات الأمريكية تفرض عقوبات على مقاطعات المشتريات لإسرائيل
eng_0499ce03f51dfef12815367906990389,"Amid ceasefire push, Palestinians released from Israeli jails bear mental, physical scars @URL",0,apc,North Levantine Arabic,وسط جهود لوقف إطلاق النار، الفلسطينيون المفرَج عنهم من السجون الإسرائيلية حاملين آثار نفسية وجسدية @URL
eng_7b4831d3ada5ea2494ed758f198061c2,"Amid Challenges, Israeli Basketball Team Plays with a",0,afb,Gulf Arabic,وسط التحديات، فريق كرة السلة الإسرائيلي يلعب بـ
eng_f98d20b1bc0f244de1f166dec050065e,"Amid the Ukraine war, are sanctions against Russia working?",0,ar,Standard Arabic,في ظل الحرب في أوكرانيا، هل تعمل العقوبات ضد روسيا؟
eng_bc72f67e4eb7d378ca4aff6a9126dc15,anchors know Donald Trump lost the,0,arz,Egyptian Arabic,المرساة عارفة إن دونالد ترامب خسر القضية
eng_1f88a3cdadaebea347d3aab2e6ef388a,and a hangar with US military aid paid for by US taxpayers,0,ar,Standard Arabic,ومخزن للطائرات مع مساعدات عسكرية أمريكية ممولة من دافعي ضرائب الولايات المتحدة
eng_a7beb0cb3b45eb18195c4558a1fcbc03,"And as far as your gun control, Chicago knows gun control..",0,afb,Gulf Arabic,وبالنسبة لضبط السلاح عندكم، شيكاغو تعرف عن ضبط السلاح.
eng_68a5450d40e3d737fb2161accb9afba5,and everywhere else they can which is all swing states,0,apc,North Levantine Arabic,وبكل مكان تاني بيقدروا، يعني كل الولايات المتأرجحة.
eng_adab7fd04235df00d97745e8be25cdf6,And how about the electoral college bill?,0,arz,Egyptian Arabic,وإيه أخبار مشروع قانون المجمع الانتخابي؟
eng_0e234592d9f16c6e80cafaf3e6aa7478,And refused to allow DOJ election monitors into polling places!,0,ar,Standard Arabic,ورفض السماح لمراقبي وزارة العدل بدخول مراكز الاقتراع!
eng_dc0f640de4c7b904ea6ad9999198e836,And that has what to do with russian aggression in Ukraine today,0,arz,Egyptian Arabic,وإيه علاقة ده بالعدوان الروسي في أوكرانيا دلوقتي؟
eng_e7c9871f889bd9fdada5be6dd57176bc,"and they wonder why people dont like ""asylum seekers""",0,arz,Egyptian Arabic,"وهم مستغربين ليه الناس مش بتحب ""طالبي اللجوء"""
eng_74a125429f636e9007b4483fb79c9500,And this is where the radical left and radical right meet.,0,apc,North Levantine Arabic,وهون بيجتمع اليسار الراديكالي مع اليمين الراديكالي.
eng_d71965b877d28e6be452370e6e597730,and what do the asylum seekers say?,0,apc,North Levantine Arabic,والموقِّفين للجو شو عم يقولوا؟
eng_71cabecb0b9cac7803e158ae544ceb47,And yet you want the US to send military aid to Ukraine. Did you actually read what you just wrote?,0,afb,Gulf Arabic,ومع ذلك تبي أمريكا ترسل مساعدات عسكرية لأوكرانيا. فعلاً قريت اللي كتبت للتو؟
eng_92bf8d91b2a606fcdc277d3c99d4c1c9,Andrews Ice Block about Ice Blocks,0,arz,Egyptian Arabic,أندروز آيس بلوك عن آيس بلوكس
eng_e869eecb43b73e596017ec30fbaa3880,Angel Island exhibit explores disenfranchisement of Chinese,0,ar,Standard Arabic,معرض جزيرة الملاك يستكشف فقدان الحقوق السياسية للصينيين
eng_adefeb1a80d261e898b685989a4ae8bb,Ann Arbor community members protest in of Israeli,0,apc,North Levantine Arabic,أعضاء مجتمع آن آربور يحتجّوا ضدّ إسرائيل
eng_2e97e25b21652a69377caa25869aeccc,Annelle Sheline Jordan braces as Israeli annexation of West Bank looms responsiblestatecraft.orgisraelannex...,0,afb,Gulf Arabic,أنيل شيلين جوردان تستعد بينما يلوح ضم إسرائيل للضفة الغربية في الأفق responsabilstatecraft.org/israelannex...
eng_f85ddeb4e24a77d881d1a54b148409d7,Another 3 billion in military aid for Ukraine.,0,apc,North Levantine Arabic,ثلاثة مليار دولار إضافية كمساعدات عسكرية لأوكرانيا.
eng_c530b3a0f7114ea1f770ff18cfb1e4a5,"AntiSemitic Hawaii Peace Activists tied to Hamas, Iran",0,afb,Gulf Arabic,نشطاء سلام في هاواي معادين للسامية ومرتبطين بحماس وإيران
eng_459bb6ec53174fb1be021effa8756b76,Antisemitic propaganda group Goyem TV relocates,0,arz,Egyptian Arabic,قناة جوييم للترويج المعادي للسامية بتنقل مكانها
eng_522ec520df6d2c979cd03cf956048bc3,Antony Blinken gets it exactly right in case against HamasThe Iola,0,arz,Egyptian Arabic,أنتوني بلينكن محق تمامًا في قضيته ضد حماس — ذا إيولا
eng_eb97a4d088c782f0bc5346c75684bad1,Any anti second amendment Ukrainians out there?,0,arz,Egyptian Arabic,في حد من الأوكرانيين ضد التعديل الثاني؟
eng_123a667b076f4c2352f26d136f9766dc,Any reason why LEGAL immigration isnt what were fighting for?,0,ar,Standard Arabic,هل هناك سبب لعدم كفاحنا من أجل الهجرة القانونية؟
eng_be838926af70db3d718b9801e9cbb74e,"anyway, he just leaked it to Breitbart unless you think the FBI would choose Breitbart to leak to",0,ar,Standard Arabic,على أي حال، لقد سربها فقط إلى بريتبارت ما لم تظن أن مكتب التحقيقات الفيدرالي سيختار بريتبارت للتسريب إليه
eng_e2b921310e7d1aca16d171ff4dc7de29,AOC and Kamala Harris dont really care.,0,ar,Standard Arabic,إي. أو. سي. وكامالا هاريس لا يهتمّان فعلاً.
eng_19a77f56099d47b2117ba9e2fdbbe575,AOC slams GOP for criticizing Bowman over fire alarm,0,apc,North Levantine Arabic,آلكسندريا أوكاسيو-كورتيز بتهاجم الحزب الجمهوري لأنهم نقدوا بومان بسبب جرس الحريق
eng_a832d19fbcd38e84c863487cdf3179ef,"Appalling decision by Robert Fico to visit Putin. Europe must stand united against Russian aggression, not suck up to authoritarians. @URL",0,arz,Egyptian Arabic,قرار مقزز من روبرت فيكو إنه يزور بوتين. لازم أوروبا تبقى موحدة ضد العدوان الروسي، ومينفعش تتودد للسلطويين. @URL
eng_1e18fff0ecdf9cc7e28d64af08b1f040,Appeals court rules for Evergreen teacher who wore MAGA,0,arz,Egyptian Arabic,محكمة الاستئناف حكمت لصالح مدرسة إيفرجرين اللي كانت لابسة قبعة MAGA
eng_3f14d410190f6b17b58a3fcfe15b0167,are we still pretending NATO expansion is not part of the balanced take on the situation?,0,acw,Hejazi Arabic,هل لازلنا نتظاهر إن توسّع الناتو مو جزء من النظرة المتوازنة للوضع؟
eng_60d5340f3fe3ad38cbe69d0019e24804,Are you suggesting by disallowing humour andor crisps we will solve the middle east crisis?,0,ar,Standard Arabic,هل تقترح أنه بمنع الفكاهة أو رقائق البطاطس سنحل أزمة الشرق الأوسط؟
eng_c293de05d8d79ae40f0dc6da10c5a962,Arizona Republicans formally oppose new Grand Canyon,0,arz,Egyptian Arabic,الجمهوريين في أريزونا يعارضوا رسميًا إعلان منتزه غراند كانيون الوطني الجديد
eng_130af2a4289c06845e7e748072b7b4d0,Arizonans in Israel bear witness to Israelis scariest time,0,afb,Gulf Arabic,أهالي أريزونا في إسرائيل يشهدون أوقات الإسرائيليين الأكثر رعباً
eng_d7a3979eac6a70a21c5486ad58018818,Armstrong voter registration tables leaves students satisfiedThe GeorgeAnne,0,ar,Standard Arabic,"جداول تسجيل الناخبين في أرمسترونغ تبقي الطلاب راضين
ذا جورج آن"
eng_f4d6381e76b8fbbf66bf6a7af5883dfa,Arrest staff Leonardo for election fraud,0,ar,Standard Arabic,اعتقل الموظف ليوناردو بتهمة التزوير الانتخابي
eng_633a55964000cf23bbdd893159b68636,Arresting Donald Trump Could Be Great for DWAC,0,ar,Standard Arabic,اعتقال دونالد ترامب قد يكون مفيدًا لـ DWAC
eng_374418ff7afc4a0fcf73eb0a61770a4a,Articles of impeachment. Thats what you need to do.,0,ar,Standard Arabic,مواد العزل. هذا ما عليك فعله.
eng_cd735681631e98cca523989e2e90df5b,Artsakh refugees not granted Armenian citizenship,0,acw,Hejazi Arabic,لاجئين أرتساخ ما انمنحوا الجنسية الأرمينية
eng_20b929f35f9ea5e34d49d7e2c9e5bd8c,"As IDF advances in Gaza, Hamas chief Haniyeh claims",0,afb,Gulf Arabic,مع تقدم الجيش الإسرائيلي في غزة، زعيم حماس هنية يعلن
eng_84f3b46f466b47646a079d96f985860b,"As Israel ends 2day West Bank offensive, Palestinian",0,apc,North Levantine Arabic,مع انتهاء إسرائيل الهجوم الليلة الماضية بالضفة الغربية، الفلسطينيين
eng_bfea7af0ee8c6a5a3e38d93bfc781f87,"As Maryland GOP seeks to rebuild, former leaders feel",0,afb,Gulf Arabic,بينما الحزب الجمهوري في ميريلاند يسعى لإعادة البناء، القادة السابقون يحسون/يحسون بالإحباط
eng_7990df0af2252017713eb61703d3048e,As well as in unvaccinated Red states.,0,afb,Gulf Arabic,وكذلك في الولايات الحمراء غير الملقحة.
eng_c8b77f04bad5d1ffc974c50521422b2e,Ashland Boy Bonds with Long-Awaited Service Dog,0,ar,Standard Arabic,فتى من آشلاند يتواصل مع كلب خدمة طال انتظاره
eng_db3a8af16f9017b81cfeadb7935f7519,ASU Jewish Studies gives context to IsraeliPalestinian,0,afb,Gulf Arabic,دراسات يهودية في ASU توفّر سياق للصراع الإسرائيلي-الفلسطيني
eng_4cad42dc0f28fa8c6fc0cb18e5ce4937,Asylum seekers can work 6 months after they apply for asylum.,0,apc,North Levantine Arabic,المتقدِّمين للّجوء بقدروا يشتغِلوا بعد ست شهور من تقديم طلب اللّجوء.
